fixed acidity,volatile acidity,residual sugar,chlorides,free sulfur dioxide,sulphates,alcohol,type_binary,quality_binary
6.8,0.11,1.1,0.042,51.0,0.74,11.3,1,1
6.7,0.18,1.3,0.027,42.0,0.37,12.8,1,1
5.4,0.5,5.0,0.028,12.0,0.88,13.5,1,1
6.7,0.21,2.5,0.034,35.0,0.5,11.0,1,1
6.7,0.34,8.5,0.059,24.0,0.64,11.0,1,1
5.9,0.28,1.4,0.031,47.0,0.64,12.9,1,1
6.8,0.18,12.8,0.062,19.0,0.52,9.0,1,1
7.2,0.17,6.9,0.059,47.0,0.46,11.0,1,1
5.8,0.3,1.7,0.014,45.0,0.56,12.6,1,1
5.9,0.33,8.1,0.038,9.0,0.36,12.7,1,1
6.9,0.21,1.8,0.021,17.0,0.46,12.3,1,1
6.4,0.15,1.2,0.043,67.0,0.73,11.2,1,1
6.3,0.13,1.1,0.043,63.0,0.72,11.2,1,1
6.8,0.39,7.4,0.02,38.0,0.44,12.0,1,1
7.1,0.36,4.8,0.019,39.0,0.49,12.7,1,1
5.6,0.28,6.1,0.034,36.0,0.43,12.1,1,1
6.8,0.23,1.7,0.043,19.0,0.46,10.7,1,1
6.2,0.1,1.0,0.04,17.0,0.56,11.4,1,1
6.5,0.18,1.4,0.029,35.0,0.6,11.5,1,1
7.6,0.19,18.75,0.047,32.0,0.5,9.3,1,1
7.3,0.19,1.6,0.027,35.0,0.54,11.0,1,1
6.5,0.32,5.7,0.044,27.0,0.6,12.0,1,1
7.5,0.22,2.4,0.045,29.0,0.6,11.3,1,1
5.8,0.17,1.3,0.036,11.0,0.68,10.4,1,1
6.5,0.22,3.7,0.059,29.0,0.41,12.1,1,1
6.4,0.17,1.5,0.091,42.0,0.49,9.6,1,1
6.9,0.36,13.55,0.048,51.0,0.6,9.5,1,1
5.9,0.2,12.8,0.038,29.0,0.57,11.8,1,1
6.0,0.22,12.2,0.033,25.0,0.42,11.3,1,1
7.1,0.18,1.3,0.033,12.0,0.53,11.3,1,1
7.6,0.2,4.8,0.033,26.0,0.49,12.3,1,1
6.3,0.1,6.0,0.039,25.0,0.49,10.5,1,1
7.0,0.22,10.6,0.039,32.0,0.55,11.5,1,1
6.9,0.28,2.1,0.034,49.0,0.43,13.2,1,1
6.5,0.28,3.6,0.04,29.0,0.48,12.1,1,1
6.9,0.19,6.9,0.045,51.0,0.44,10.7,1,1
7.6,0.48,7.0,0.024,14.0,0.45,12.5,1,1
7.0,0.18,1.4,0.044,46.0,0.48,10.7,1,1
6.6,0.24,11.3,0.026,11.0,0.55,12.8,1,1
8.9,0.3,4.6,0.032,32.0,0.45,11.5,1,1
6.8,0.25,5.0,0.035,42.0,0.38,12.6,1,1
5.7,0.26,1.8,0.039,30.0,0.52,12.5,1,1
6.6,0.16,1.8,0.042,26.0,0.75,12.4,1,1
6.3,0.22,5.0,0.032,36.0,0.36,13.5,1,1
6.4,0.23,1.9,0.038,40.0,0.53,11.8,1,1
6.4,0.16,1.4,0.057,21.0,0.44,11.1,1,1
6.7,0.12,2.3,0.039,43.0,0.67,10.1,1,1
6.8,0.21,2.9,0.046,40.0,0.65,10.9,1,1
6.8,0.23,2.8,0.047,40.0,0.64,10.9,1,1
6.8,0.17,1.8,0.04,29.0,0.57,12.0,1,1
6.8,0.32,8.7,0.029,31.0,0.34,12.3,1,1
6.0,0.32,1.9,0.033,41.0,0.42,12.8,1,1
5.8,0.18,1.2,0.036,19.0,0.49,12.7,1,1
6.3,0.19,2.0,0.022,33.0,0.54,12.8,1,1
8.1,0.4,7.9,0.031,23.0,0.46,13.3,1,1
6.7,0.46,5.2,0.039,35.0,0.44,12.4,1,1
6.3,0.3,2.1,0.048,33.0,0.46,12.9,1,1
6.0,0.19,1.1,0.047,67.0,0.59,11.1,1,1
5.9,0.24,1.3,0.032,36.0,0.64,12.9,1,1
7.3,0.145,1.1,0.042,14.0,0.37,11.8,1,1
6.5,0.23,1.9,0.036,41.0,0.43,11.9,1,1
6.7,0.3,2.8,0.025,37.0,0.63,11.3,1,1
7.2,0.26,2.1,0.033,50.0,0.43,12.1,1,1
6.2,0.16,1.7,0.038,85.0,0.86,12.0,1,1
6.5,0.22,2.2,0.028,36.0,0.59,11.9,1,1
6.4,0.25,0.9,0.034,40.0,0.58,10.8,1,1
7.1,0.36,1.95,0.033,26.0,0.45,13.5,1,1
7.6,0.39,3.6,0.035,22.0,0.6,12.5,1,1
6.2,0.29,3.6,0.026,39.0,0.37,13.1,1,1
6.4,0.44,14.4,0.048,29.0,0.54,8.8,1,1
7.0,0.31,9.1,0.036,45.0,0.31,12.0,1,1
6.4,0.29,2.9,0.036,25.0,0.6,12.4,1,1
7.3,0.4,5.45,0.016,26.0,0.54,13.2,1,1
6.7,0.44,4.3,0.032,19.0,0.53,12.8,1,1
7.7,0.11,14.05,0.04,41.0,0.59,11.0,1,1
7.5,0.38,4.9,0.021,38.0,0.48,13.0,1,1
6.8,0.32,4.8,0.034,25.0,0.47,12.4,1,1
7.4,0.2,9.1,0.047,29.0,0.47,9.8,1,1
6.5,0.29,1.7,0.035,24.0,0.69,11.4,1,1
6.7,0.36,7.9,0.034,39.0,0.3,12.2,1,1
6.1,0.38,5.0,0.016,31.0,0.31,12.4,1,1
6.4,0.125,1.4,0.044,22.0,0.5,11.7,1,1
6.5,0.37,2.2,0.033,39.0,0.53,13.5,1,1
6.7,0.14,4.3,0.028,57.0,0.54,10.7,1,1
6.9,0.31,1.6,0.036,34.0,0.45,11.4,1,1
6.5,0.22,7.4,0.028,16.0,0.56,10.9,1,1
5.8,0.22,0.9,0.034,34.0,0.36,11.1,1,1
6.9,0.15,2.3,0.033,14.0,0.58,11.2,1,1
7.2,0.44,3.4,0.048,22.0,0.37,11.3,1,1
6.9,0.33,5.0,0.027,46.0,0.43,11.2,1,1
5.6,0.18,1.25,0.034,29.0,0.6,12.0,1,1
6.4,0.14,1.2,0.034,53.0,0.35,11.5,1,1
6.7,0.48,1.4,0.021,22.0,0.53,12.7,1,1
4.2,0.17,1.8,0.029,93.0,0.89,12.0,1,1
5.4,0.23,1.5,0.03,74.0,0.99,12.1,1,1
6.7,0.19,1.0,0.032,14.0,0.38,13.0,1,1
7.2,0.21,2.7,0.033,38.0,0.43,11.8,1,1
7.8,0.26,3.6,0.025,22.0,0.47,12.1,1,1
5.8,0.32,2.7,0.049,25.0,0.73,12.2,1,1
6.8,0.475,3.95,0.047,16.0,0.53,13.4,1,1
7.0,0.28,7.75,0.032,30.0,0.64,12.8,1,1
6.7,0.16,1.3,0.036,45.0,0.51,12.4,1,1
7.6,0.4,5.2,0.03,32.0,0.62,12.3,1,1
8.5,0.23,11.1,0.033,30.0,0.39,10.5,1,1
7.5,0.26,4.6,0.027,29.0,0.38,12.0,1,1
6.7,0.18,10.2,0.039,29.0,0.45,10.9,1,1
7.3,0.22,2.3,0.018,45.0,0.34,12.9,1,1
5.6,0.2,10.2,0.043,78.0,0.43,10.4,1,1
5.7,0.18,1.2,0.046,9.0,0.68,10.9,1,1
6.7,0.12,5.2,0.048,38.0,0.44,10.1,1,1
6.5,0.36,10.2,0.028,20.0,0.43,12.1,1,1
6.4,0.15,1.5,0.042,23.0,0.46,12.2,1,1
5.8,0.31,4.5,0.024,28.0,0.52,13.7,1,1
6.7,0.28,2.4,0.012,36.0,0.39,11.7,1,1
7.8,0.17,1.7,0.029,39.0,0.41,10.7,1,1
8.0,0.24,1.7,0.033,36.0,0.51,10.4,1,1
6.2,0.36,3.2,0.031,20.0,0.33,12.0,1,1
6.6,0.26,2.9,0.026,48.0,0.38,11.3,1,1
6.5,0.18,14.2,0.039,47.0,0.72,10.3,1,1
7.0,0.25,2.3,0.045,40.0,0.48,11.9,1,1
6.8,0.13,1.4,0.034,19.0,0.6,11.3,1,1
5.1,0.33,6.7,0.022,44.0,0.39,11.0,1,1
6.7,0.34,2.1,0.033,34.0,0.48,12.2,1,1
6.45,0.14,1.2,0.05,51.0,0.69,11.1,1,1
6.5,0.15,12.6,0.052,65.0,0.7,10.3,1,1
6.0,0.24,2.5,0.026,31.0,0.5,11.3,1,1
5.0,0.3,3.7,0.03,54.0,0.3,13.0,1,1
6.8,0.18,9.8,0.039,29.0,0.45,10.9,1,1
7.2,0.19,6.3,0.034,17.0,0.52,11.4,1,1
5.0,0.27,4.5,0.032,58.0,0.31,12.6,1,1
6.3,0.37,6.3,0.034,45.0,0.46,11.6,1,1
6.6,0.2,10.9,0.038,29.0,0.44,10.5,1,1
6.5,0.46,5.0,0.027,15.0,0.6,11.5,1,1
6.0,0.32,1.3,0.025,18.0,0.64,13.3,1,1
7.0,0.16,2.6,0.029,28.0,0.37,11.2,1,1
6.2,0.21,6.6,0.03,36.0,0.45,12.5,1,1
5.4,0.22,1.2,0.045,69.0,0.63,11.0,1,1
7.2,0.32,5.6,0.033,23.0,0.66,10.3,1,1
7.2,0.35,5.6,0.032,23.0,0.66,10.3,1,1
7.0,0.15,13.3,0.049,46.0,0.36,9.5,1,1
5.9,0.3,2.0,0.03,38.0,0.41,12.9,1,1
6.6,0.12,1.4,0.039,21.0,0.45,11.2,1,1
5.9,0.34,2.0,0.03,38.0,0.41,12.9,1,1
6.1,0.3,2.1,0.031,50.0,0.43,12.7,1,1
6.2,0.255,1.3,0.037,30.0,0.59,12.9,1,1
6.6,0.4,1.7,0.035,39.0,0.48,12.7,1,1
6.3,0.41,4.7,0.023,28.0,0.38,12.5,1,1
8.0,0.4,7.7,0.034,27.0,0.41,12.2,1,1
7.3,0.24,2.5,0.042,31.0,0.56,11.3,1,1
7.1,0.44,5.8,0.035,24.0,0.57,13.2,1,1
4.8,0.26,10.6,0.034,23.0,0.28,11.5,1,1
7.5,0.34,4.0,0.028,46.0,0.5,13.2,1,1
7.1,0.33,3.3,0.034,30.0,0.31,12.3,1,1
5.9,0.17,3.1,0.03,32.0,0.33,13.7,1,1
6.6,0.32,4.6,0.031,26.0,0.73,12.5,1,1
6.6,0.39,4.0,0.038,17.0,0.53,13.0,1,1
6.3,0.41,3.2,0.03,49.0,0.79,11.7,1,1
8.0,0.23,9.2,0.044,53.0,0.56,9.5,1,1
7.4,0.22,1.6,0.057,45.0,0.44,9.9,1,1
8.1,0.31,8.2,0.028,29.0,0.34,13.0,1,1
8.5,0.23,1.3,0.035,54.0,0.55,11.0,1,1
7.2,0.19,1.4,0.046,37.0,0.57,10.2,1,1
5.0,0.455,1.9,0.036,33.0,0.83,14.0,1,1
6.5,0.33,3.8,0.036,34.0,0.63,12.5,1,1
6.3,0.43,8.8,0.042,18.0,0.33,12.9,1,1
7.0,0.2,2.1,0.049,12.0,0.46,11.6,1,1
5.9,0.27,5.0,0.035,14.0,0.33,11.8,1,1
5.6,0.19,2.7,0.027,11.0,0.4,13.2,1,1
5.4,0.3,1.2,0.029,25.0,0.4,13.6,1,1
5.3,0.3,1.2,0.029,25.0,0.4,13.6,1,1
7.1,0.2,9.6,0.037,19.0,0.37,10.5,1,1
6.4,0.16,1.2,0.051,39.0,0.75,11.3,1,1
6.8,0.31,8.0,0.028,33.0,0.63,12.6,1,1
5.6,0.21,4.4,0.027,37.0,0.31,11.5,1,1
7.1,0.33,1.6,0.03,25.0,0.34,12.1,1,1
6.3,0.34,2.5,0.024,40.0,0.6,11.9,1,1
5.7,0.265,6.9,0.036,46.0,0.44,10.8,1,1
4.8,0.17,2.9,0.03,22.0,0.34,11.3,1,1
6.2,0.2,5.4,0.028,21.0,0.41,13.5,1,1
6.7,0.31,4.9,0.031,20.0,0.82,12.0,1,1
6.3,0.28,8.45,0.031,32.0,0.57,9.7,1,1
7.0,0.15,14.7,0.051,29.0,0.39,9.0,1,1
6.1,0.17,2.5,0.028,22.0,0.37,11.1,1,1
6.3,0.15,1.4,0.022,38.0,0.57,11.4,1,1
6.5,0.32,7.7,0.022,31.0,0.7,12.7,1,1
6.7,0.31,2.4,0.038,30.0,0.36,12.8,1,1
6.2,0.39,4.8,0.037,45.0,0.43,11.2,1,1
4.7,0.455,1.9,0.036,33.0,0.83,14.0,1,1
7.3,0.13,4.6,0.08,34.0,0.39,11.1,1,1
7.3,0.13,2.3,0.054,22.0,0.92,11.5,1,1
6.8,0.24,6.4,0.048,44.0,0.55,10.5,1,1
7.4,0.16,15.5,0.05,25.0,0.43,8.7,1,1
6.4,0.18,1.6,0.049,36.0,0.67,10.4,1,1
7.1,0.25,1.6,0.046,50.0,0.42,11.0,1,1
7.2,0.17,17.55,0.05,33.0,0.43,9.0,1,1
7.2,0.24,2.2,0.037,37.0,0.64,11.0,1,1
7.5,0.16,12.7,0.043,70.5,0.82,10.4,1,1
7.4,0.49,15.1,0.03,34.0,0.51,12.0,1,1
7.7,0.44,11.2,0.031,41.0,0.43,11.3,1,1
6.7,0.27,13.9,0.029,34.0,0.5,12.0,1,1
8.2,0.42,4.1,0.03,31.0,0.32,12.8,1,1
6.4,0.25,4.9,0.03,29.0,0.58,12.8,1,1
5.7,0.31,4.1,0.03,22.0,0.38,11.7,1,1
6.9,0.45,4.7,0.035,17.0,0.36,12.5,1,1
6.9,0.3,1.4,0.039,36.0,0.47,11.1,1,1
7.8,0.2,1.6,0.026,26.0,0.74,12.1,1,1
7.4,0.21,7.3,0.031,41.0,0.38,11.8,1,1
8.2,0.18,8.5,0.035,41.0,0.37,10.1,1,1
6.5,0.38,5.2,0.042,33.0,0.5,12.3,1,1
6.0,0.34,3.8,0.044,13.0,0.44,11.8,1,1
6.4,0.35,1.6,0.037,31.0,0.4,14.2,1,1
5.8,0.26,1.2,0.031,40.0,0.4,11.0,1,1
6.1,0.3,2.2,0.042,41.0,0.44,12.7,1,1
8.4,0.22,1.3,0.038,45.0,0.54,10.8,1,1
7.2,0.58,5.8,0.032,40.0,0.53,13.0,1,1
7.2,0.36,5.7,0.038,26.0,0.59,12.5,1,1
7.9,0.37,2.7,0.029,64.0,0.59,12.0,1,1
6.7,0.18,10.6,0.035,42.0,0.49,9.8,1,1
6.0,0.26,3.1,0.041,37.0,0.39,12.8,1,1
6.7,0.44,1.9,0.03,41.0,0.62,12.6,1,1
6.1,0.24,1.7,0.033,61.0,0.81,11.9,1,1
7.0,0.32,7.6,0.025,35.0,0.65,12.8,1,1
6.5,0.29,1.7,0.04,41.0,0.59,10.4,1,1
6.3,0.22,4.5,0.036,81.0,0.76,10.7,1,1
6.7,0.19,3.7,0.041,26.0,0.57,10.5,1,1
6.7,0.28,8.9,0.048,32.0,0.54,11.0,1,1
6.8,0.3,6.2,0.025,29.0,0.32,12.9,1,1
5.9,0.37,1.6,0.029,41.0,0.55,12.7,1,1
6.8,0.21,11.7,0.038,61.0,0.56,10.5,1,1
6.5,0.24,2.2,0.027,36.0,0.36,12.5,1,1
6.3,0.22,2.4,0.042,38.0,0.37,11.6,1,1
6.0,0.24,3.95,0.038,61.0,0.54,11.3,1,1
6.1,0.33,3.0,0.036,30.0,0.4,13.1,1,1
6.9,0.33,4.2,0.04,21.0,0.48,13.4,1,1
7.4,0.18,1.4,0.042,34.0,0.6,10.5,1,1
6.5,0.16,1.4,0.029,29.0,0.64,11.5,1,1
6.0,0.2,3.0,0.031,26.0,0.68,11.2,1,1
7.5,0.31,7.1,0.031,28.0,0.38,10.6,1,1
7.1,0.36,2.4,0.036,35.0,0.44,13.5,1,1
6.5,0.19,1.4,0.046,22.0,0.51,11.7,1,1
6.8,0.19,1.3,0.031,22.0,0.62,12.3,1,1
7.2,0.33,2.0,0.044,61.0,0.53,13.3,1,1
6.6,0.29,1.8,0.036,38.0,0.42,13.7,1,1
6.9,0.33,7.5,0.038,46.0,0.43,13.4,1,1
5.9,0.23,3.8,0.038,61.0,0.5,11.3,1,1
7.1,0.2,11.6,0.042,45.0,0.59,9.5,1,1
7.1,0.35,3.1,0.034,28.0,0.38,13.1,1,1
6.0,0.28,15.5,0.036,31.0,0.44,13.0,1,1
7.5,0.21,4.8,0.056,39.0,0.52,10.2,1,1
7.3,0.19,1.4,0.051,41.0,0.66,10.5,1,1
5.8,0.32,2.6,0.027,17.0,0.78,13.9,1,1
7.4,0.2,1.6,0.038,34.0,0.39,12.0,1,1
6.8,0.32,3.3,0.029,15.0,0.63,12.6,1,1
7.0,0.22,2.8,0.036,44.0,0.41,12.0,1,1
6.7,0.47,4.75,0.034,29.0,0.46,13.0,1,1
6.6,0.21,5.35,0.029,43.0,0.43,11.5,1,1
7.0,0.36,5.0,0.04,40.0,0.42,12.2,1,1
6.1,0.105,1.3,0.037,55.0,0.41,11.1,1,1
7.3,0.3,2.3,0.043,28.0,0.44,12.6,1,1
6.1,0.36,8.15,0.035,14.0,0.27,13.0,1,1
6.9,0.28,7.2,0.04,47.0,0.57,10.6,1,1
7.0,0.32,6.4,0.031,38.0,0.58,12.2,1,1
7.4,0.18,1.4,0.047,21.0,0.64,10.5,1,1
7.3,0.4,6.5,0.037,26.0,0.58,12.6,1,1
6.2,0.3,1.6,0.035,40.0,0.39,12.9,1,1
7.6,0.31,1.8,0.037,39.0,0.44,11.8,1,1
5.9,0.32,4.7,0.039,34.0,0.57,13.1,1,1
8.0,0.45,10.8,0.051,25.0,0.47,11.4,1,1
6.5,0.28,4.8,0.029,54.0,0.44,12.2,1,1
5.8,0.275,5.4,0.043,41.0,0.42,10.8,1,1
7.4,0.24,1.6,0.058,53.0,0.5,9.9,1,1
5.8,0.2,1.4,0.033,65.0,0.56,12.3,1,1
6.6,0.295,1.6,0.039,29.0,0.61,10.4,1,1
7.0,0.32,7.1,0.027,37.0,0.6,12.6,1,1
6.5,0.14,2.7,0.037,18.0,0.74,11.5,1,1
7.1,0.27,12.6,0.044,48.0,0.56,10.0,1,1
6.3,0.2,4.7,0.04,108.0,0.75,10.7,1,1
6.6,0.36,6.1,0.029,12.0,0.27,12.8,1,1
7.6,0.31,8.8,0.021,57.0,0.38,11.0,1,1
6.5,0.26,1.4,0.02,12.0,0.75,11.3,1,1
8.7,0.3,4.8,0.018,23.0,0.49,11.2,1,1
6.4,0.29,2.4,0.014,34.0,0.66,12.5,1,1
7.7,0.39,4.9,0.035,36.0,0.58,12.2,1,1
6.4,0.24,2.0,0.046,30.0,0.54,11.4,1,1
7.2,0.33,4.5,0.031,10.0,0.52,12.2,1,1
6.4,0.29,3.2,0.037,31.0,0.66,12.6,1,1
6.8,0.52,5.7,0.038,27.0,0.27,13.0,1,1
7.1,0.28,8.5,0.03,25.0,0.46,12.2,1,1
6.6,0.17,1.1,0.034,55.0,0.52,11.9,1,1
7.2,0.16,1.0,0.031,40.0,0.4,12.1,1,1
6.8,0.19,7.6,0.049,37.0,0.44,10.7,1,1
7.2,0.26,7.0,0.023,19.0,0.49,12.8,1,1
6.6,0.23,3.9,0.045,36.0,0.64,11.3,1,1
4.8,0.21,10.2,0.037,17.0,0.48,12.2,1,1
7.8,0.15,1.1,0.035,31.0,0.72,11.3,1,1
6.8,0.18,1.1,0.027,32.0,0.45,11.0,1,1
7.5,0.18,11.7,0.051,24.0,0.44,9.5,1,1
7.3,0.23,2.6,0.035,39.0,0.59,11.3,1,1
7.4,0.25,7.25,0.028,14.0,0.37,11.5,1,1
7.0,0.24,1.0,0.032,42.0,0.37,11.7,1,1
6.8,0.37,4.0,0.03,29.0,0.46,12.4,1,1
6.0,0.34,5.4,0.06,23.0,0.44,9.0,1,1
7.4,0.19,12.8,0.053,48.5,0.49,9.1,1,1
5.8,0.28,4.2,0.044,52.0,0.44,10.7,1,1
7.4,0.19,12.8,0.053,48.5,0.49,9.1,1,1
6.6,0.19,1.5,0.037,37.0,0.68,12.0,1,1
5.6,0.28,3.9,0.043,52.0,0.44,10.7,1,1
5.6,0.28,4.2,0.044,52.0,0.44,10.7,1,1
7.0,0.31,1.4,0.037,33.0,0.36,12.2,1,1
6.1,0.44,4.25,0.032,43.0,0.47,11.26666667,1,1
9.4,0.27,2.4,0.074,6.0,1.13,12.0,0,1
8.8,0.28,6.0,0.022,14.0,0.33,11.1,1,1
7.9,0.3,8.3,0.05,37.5,0.51,12.3,0,1
7.8,0.3,1.8,0.028,23.0,0.39,10.9,1,1
6.4,0.24,2.8,0.038,41.0,0.66,11.7,1,1
7.9,0.3,8.3,0.05,37.5,0.51,12.3,0,1
6.8,0.16,2.3,0.037,18.0,0.42,11.4,1,1
6.0,0.26,3.5,0.028,29.0,0.71,12.3,1,1
9.1,0.25,2.0,0.071,45.0,0.86,10.2,0,1
8.3,0.31,2.4,0.078,17.0,0.77,12.5,0,1
10.5,0.51,2.4,0.107,6.0,0.66,11.8,0,1
6.6,0.18,1.5,0.049,49.0,0.85,10.2,1,1
7.1,0.21,3.8,0.021,40.0,0.39,10.8,1,1
9.3,0.33,1.5,0.057,19.0,0.89,11.1,0,1
11.1,0.31,2.2,0.06,3.0,0.83,10.9,0,1
13.3,0.29,2.8,0.084,23.0,0.68,11.4,0,1
6.6,0.52,2.4,0.07,13.0,0.72,12.5,0,1
7.0,0.6,2.2,0.083,13.0,0.62,10.2,0,1
6.8,0.19,1.9,0.035,30.0,0.54,10.8,1,1
5.1,0.33,1.6,0.027,18.0,0.38,12.5,1,1
10.7,0.52,2.6,0.066,29.0,0.79,12.1,0,1
12.9,0.35,5.8,0.066,5.0,0.66,12.0,0,1
7.4,0.29,1.8,0.042,35.0,0.5,10.2,1,1
8.5,0.34,4.7,0.055,3.0,0.66,11.6,0,1
6.3,0.22,4.55,0.038,31.0,0.33,11.5,1,1
8.0,0.31,2.1,0.216,5.0,0.81,12.5,0,1
9.1,0.36,1.8,0.06,21.0,0.82,11.0,0,1
9.2,0.31,2.2,0.079,11.0,0.86,12.0,0,1
5.9,0.34,2.4,0.03,19.0,0.78,13.9,1,1
6.7,0.46,2.4,0.034,25.0,0.44,12.6,1,1
5.6,0.34,1.3,0.031,20.0,0.51,11.2,1,1
9.1,0.21,1.6,0.067,6.0,0.58,11.1,0,1
10.4,0.38,2.1,0.104,6.0,0.65,11.8,0,1
6.1,0.32,1.5,0.036,38.0,0.42,12.4,1,1
8.8,0.31,2.8,0.109,7.0,0.79,11.8,0,1
6.3,0.12,2.1,0.044,47.0,0.74,11.4,1,1
7.3,0.33,6.85,0.038,32.0,0.3,11.9,1,1
7.9,0.22,8.0,0.043,46.0,0.32,11.5,1,1
6.3,0.34,4.6,0.034,19.0,0.58,12.0,1,1
11.6,0.41,1.5,0.095,22.0,0.76,9.9,0,1
6.2,0.21,1.7,0.038,41.0,0.71,10.5,1,1
6.8,0.59,6.0,0.06,11.0,0.59,10.8,0,1
6.4,0.31,1.5,0.037,12.0,0.51,10.4,1,1
7.3,0.2,1.4,0.045,21.0,0.46,10.0,1,1
9.9,0.53,2.4,0.093,30.0,0.76,11.6,0,1
7.2,0.37,2.0,0.062,15.0,0.73,11.3,0,1
8.9,0.48,4.0,0.101,3.0,0.59,12.1,0,1
11.6,0.32,2.8,0.081,35.0,0.92,10.8,0,1
6.0,0.24,1.9,0.048,40.0,0.54,10.0,1,1
8.6,0.22,1.9,0.064,53.0,0.87,11.0,0,1
8.3,0.33,2.3,0.07,9.0,0.77,12.7,0,1
8.7,0.33,3.3,0.063,10.0,0.73,12.0,0,1
7.8,0.32,2.7,0.104,8.0,0.78,11.0,0,1
6.6,0.58,2.0,0.062,37.0,0.76,11.6,0,1
6.7,0.11,8.8,0.043,41.0,0.4,9.3,1,1
6.8,0.12,5.2,0.045,29.0,0.46,9.8,1,1
6.6,0.16,1.1,0.13,58.0,0.39,9.3,1,1
6.6,0.21,1.1,0.135,61.0,0.39,9.3,1,1
7.9,0.2,1.7,0.054,7.0,0.8,11.9,0,1
6.9,0.22,15.0,0.053,59.0,0.82,9.5,1,1
7.2,0.38,2.8,0.068,23.0,0.72,12.9,0,1
9.6,0.33,2.2,0.074,13.0,0.76,12.4,0,1
7.1,0.13,1.2,0.047,54.0,0.97,9.8,1,1
7.1,0.14,1.2,0.051,55.0,0.96,9.8,1,1
10.4,0.24,1.8,0.075,6.0,1.02,10.8,0,1
9.4,0.395,4.6,0.094,3.0,0.64,12.2,0,1
10.2,0.49,2.9,0.072,10.0,0.78,12.5,0,1
7.7,0.28,2.0,0.062,18.0,0.9,11.3,0,1
10.5,0.24,1.8,0.077,6.0,1.05,10.8,0,1
10.5,0.26,1.9,0.078,6.0,1.04,10.9,0,1
6.0,0.36,3.2,0.027,20.0,0.39,11.3,1,1
8.1,0.29,2.2,0.048,35.0,1.01,12.4,0,1
10.4,0.44,6.55,0.074,38.0,0.85,12.0,0,1
5.0,0.17,1.5,0.026,24.0,0.39,10.8,1,1
6.1,0.3,2.8,0.044,47.0,0.57,10.9,1,1
6.5,0.24,7.6,0.038,48.0,0.54,9.7,1,1
7.3,0.34,2.5,0.064,21.0,0.77,12.1,0,1
7.0,0.3,14.9,0.032,60.0,0.61,9.3,1,1
7.8,0.28,9.0,0.036,34.0,0.39,10.3,1,1
8.9,0.4,2.6,0.052,13.0,0.9,13.4,0,1
7.1,0.28,1.8,0.032,32.0,0.48,12.2,1,1
9.2,0.41,2.5,0.055,12.0,0.79,13.3,0,1
6.1,0.4,1.8,0.069,11.0,0.74,10.1,0,1
7.4,0.2,7.8,0.045,27.0,0.55,9.0,1,1
9.1,0.3,2.0,0.068,10.0,0.85,11.7,0,1
8.6,0.265,1.2,0.034,15.0,0.36,11.4,1,1
6.2,0.28,7.3,0.041,26.0,0.64,9.8,1,1
6.6,0.25,1.6,0.046,32.0,0.51,10.1,1,1
7.1,0.21,2.4,0.026,23.0,0.38,11.4,1,1
7.2,0.36,2.1,0.074,24.0,0.85,11.0,0,1
6.2,0.39,2.0,0.071,14.0,0.87,11.2,0,1
7.0,0.26,1.4,0.037,40.0,0.41,11.1,1,1
8.2,0.33,2.8,0.067,4.0,0.76,12.8,0,1
7.2,0.23,14.2,0.058,49.0,0.48,9.0,1,1
10.0,0.41,6.2,0.071,6.0,0.49,11.8,0,1
8.4,0.25,2.0,0.041,4.0,0.71,12.5,0,1
11.7,0.28,1.7,0.054,17.0,0.67,10.6,0,1
7.2,0.19,3.8,0.041,82.0,0.6,11.2,1,1
6.0,0.38,6.0,0.034,42.0,0.38,12.3,1,1
7.1,0.22,2.8,0.033,48.0,0.38,12.7,1,1
6.2,0.17,4.7,0.037,39.0,0.46,10.8,1,1
8.5,0.28,1.7,0.061,6.0,0.74,11.8,0,1
5.6,0.235,1.2,0.047,33.0,0.5,11.0,1,1
7.2,0.48,5.5,0.089,10.0,0.68,11.2,0,1
5.1,0.42,1.8,0.044,18.0,0.73,13.6,0,1
7.0,0.3,4.7,0.036,17.0,0.68,12.4,1,1
7.9,0.34,1.9,0.065,5.0,0.54,11.2,0,1
7.8,0.32,2.4,0.037,18.0,0.65,11.7,1,1
8.5,0.18,1.75,0.071,45.0,0.76,11.8,0,1
7.1,0.66,2.4,0.052,6.0,0.66,12.7,0,1
6.3,0.35,5.7,0.035,8.0,0.41,11.0,1,1
6.3,0.27,0.9,0.051,7.0,0.5,10.5,1,1
7.2,0.25,2.5,0.063,11.0,0.8,12.4,0,1
6.9,0.19,1.4,0.036,14.0,0.68,11.5,1,1
9.3,0.37,1.6,0.038,21.0,0.81,10.8,0,1
8.2,0.33,2.5,0.074,29.0,0.88,12.4,0,1
5.1,0.585,1.7,0.044,14.0,0.94,12.9,0,1
8.5,0.32,2.3,0.075,12.0,0.71,11.8,0,1
5.6,0.19,1.4,0.03,12.0,0.37,10.9,1,1
10.6,0.36,2.3,0.087,6.0,0.72,11.1,0,1
6.9,0.28,2.1,0.036,42.0,0.49,10.8,1,1
6.1,0.32,1.7,0.034,37.0,0.5,10.8,1,1
8.2,0.28,2.4,0.052,4.0,0.7,12.8,0,1
5.8,0.2,1.4,0.031,12.0,0.36,10.9,1,1
5.1,0.51,2.1,0.042,16.0,0.87,12.9,0,1
